,color,id,male,species,name,breeds,mix,groups,FSS,Working Group,Terrier Group,Herding Group,Sporting Group,Hound Group,Non-Sporting Group,Toy Group,Bully Breed,Hound
198,Brown/White,A652358,1.0,Dog,Buddy,"['Pit Bull', 'Mastiff']",True,"['Bully Breed', 'Working Group']",0,1,0,0,0,0,0,0,1,0
199,Red,A646163,0.0,Dog,Emmaline,"['German Shepherd', 'Alaskan Husky']",True,"['Herding Group', 'Working Group']",0,1,0,1,0,0,0,0,0,0
200,Brown/Black,A664688,1.0,Dog,Apollo,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
201,Blue Merle,A664690,1.0,Dog,Dexter,['Catahoula'],False,['FSS'],1,0,0,0,0,0,0,0,0,0
202,Brown/White,A664695,1.0,Dog,Jake,['American Foxhound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
203,White/Tan,A664697,0.0,Dog,Jezzabelle,['Border Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
204,Black/Brown,A664712,,Dog,None,['Chow Chow'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
205,Yellow,A664710,1.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
206,Blue/White,A664714,1.0,Dog,Bruce,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
207,Tricolor,A664715,1.0,Dog,Leroy,['Basset Hound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
208,Black/Brown,A664716,1.0,Dog,Harvey,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
209,Red/White,A664718,0.0,Dog,Ibu,"['Italian Greyhound', 'Cavalier Span']",True,['Toy Group'],0,0,0,0,0,0,0,1,0,0
210,Red,A664427,0.0,Dog,Malika,['Vizsla'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
211,White/Blue,A653370,0.0,Dog,Princess,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
212,Red/White,A664719,0.0,Dog,Andie,"['Jack Russell Terrier', 'Brittany']",True,"['Sporting Group', 'Terrier Group']",0,0,1,0,1,0,0,0,0,0
213,Brown Brindle/White,A664720,0.0,Dog,Delilah,"['Border Collie', 'Parson Russell Terrier']",True,"['Herding Group', 'Terrier Group']",0,0,1,1,0,0,0,0,0,0
214,Tricolor,A659894,0.0,Dog,Reesie,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
215,White/Brown,A664681,0.0,Dog,Pooffy,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
216,Red/White,A662830,0.0,Dog,Bella,['Border Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
217,Black,A664725,1.0,Dog,Gunner,['Flat Coat Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
218,Black/White,A664729,1.0,Dog,None,['Boston Terrier'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
219,Blue/White,A658013,1.0,Dog,Marcos,['Blue Lacy'],False,[nan],0,0,0,0,0,0,0,0,0,0
220,Black/White,A664097,0.0,Dog,Remmy,['Pointer'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
221,Black/Brown,A664730,1.0,Dog,Charlie,"['Australian Kelpie', 'Miniature Pinscher']",True,"['Toy Group', 'Working Group']",0,1,0,0,0,0,0,1,0,0
222,Red/White,A664737,1.0,Dog,Jack,"['Canaan Dog', 'Pit Bull']",True,"['Bully Breed', 'Herding Group']",0,0,0,1,0,0,0,0,1,0
223,Brown Brindle/White,A664738,0.0,Dog,Chelsea,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
224,Black/White,A664742,0.0,Dog,Angel,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
225,White,A664702,1.0,Dog,Harley,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
226,White/Black,A645599,0.0,Dog,Lily,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
227,Black,A664743,0.0,Dog,Shadow,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
228,Brown Brindle/White,A604955,0.0,Dog,Pollydoodle,['American Staffordshire Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
229,Gold,A664745,0.0,Dog,Melady,['Golden Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
230,Tan/White,A664746,1.0,Dog,Tulley,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
231,White/Brown,A664747,1.0,Dog,Lincoln,"['Collie Rough', 'Australian Cattle Dog']",True,['Herding Group'],0,0,0,1,0,0,0,0,0,0
232,White/Tan,A664756,0.0,Dog,Gucci,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
233,Black/Tan,A664757,0.0,Dog,Boo Boo,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
234,Brown Brindle/White,A664767,0.0,Dog,Tasha Yar,"['Plott Hound', 'Pit Bull']",True,"['Bully Breed', 'Hound Group']",0,0,0,0,0,1,0,0,1,1
235,White,A664768,1.0,Dog,Whit,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
236,Blue Merle/Cream,A664770,0.0,Dog,Frosty,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
237,Black/Black,A664686,1.0,Dog,Rock,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
238,Brown Merle,A663168,1.0,Dog,Archer,['Catahoula'],False,['FSS'],1,0,0,0,0,0,0,0,0,0
239,Black/Tan,A664779,0.0,Dog,Lacey,"['Black', 'Tan Hound', 'Labrador Retriever']",True,"['Sporting Group', 'Working Group']",0,1,0,0,1,0,0,0,0,0
240,Black,A664780,0.0,Dog,Jade,"['Labrador Retriever', 'Black', 'Tan Hound']",True,"['Sporting Group', 'Working Group']",0,1,0,0,1,0,0,0,0,0
241,Black/White,A664781,1.0,Dog,Truman,"['Labrador Retriever', 'Black', 'Tan Hound']",True,"['Sporting Group', 'Working Group']",0,1,0,0,1,0,0,0,0,0
242,Yellow,A664782,0.0,Dog,Lucille,"['Labrador Retriever', 'Black', 'Tan Hound']",True,"['Sporting Group', 'Working Group']",0,1,0,0,1,0,0,0,0,0
243,Fawn,A664783,1.0,Dog,Leland,"['Labrador Retriever', 'Black', 'Tan Hound']",True,"['Sporting Group', 'Working Group']",0,1,0,0,1,0,0,0,0,0
244,Black/Tan,A664777,1.0,Dog,Billy,"['Yorkshire Terrier', 'Chihuahua Shorthair']",True,['Toy Group'],0,0,0,0,0,0,0,1,0,0
245,Brown/White,A664776,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
246,Brown/White,A664778,1.0,Dog,Brutus,"['Pit Bull', 'Boxer']",True,"['Bully Breed', 'Working Group']",0,1,0,0,0,0,0,0,1,0
247,Blue/White,A664774,1.0,Dog,Coal,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
248,Black/White,A569218,0.0,Dog,Emily,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
249,Gray/Tan,A664795,1.0,Dog,Zilla,"['Yorkshire Terrier', 'Miniature Schnauzer']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
250,Red/Black,A664798,0.0,Dog,Angel,['Redbone Hound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
251,Black/White,A664800,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
252,White/Brown,A663220,0.0,Dog,Jolene,['Jack Russell Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
253,Tan,A664804,0.0,Dog,Titi,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
254,Chocolate/Gray,A664807,0.0,Dog,Lily,['Cocker Spaniel'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
255,White/Brown,A664805,0.0,Dog,Lydia,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
256,Liver/White,A664813,0.0,Dog,None,['English Springer Spaniel'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
257,Black/White,A664812,1.0,Dog,Blue,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
258,White/Brown,A664814,0.0,Dog,None,"['Chihuahua Shorthair', 'Rat Terrier']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
259,Brown/Black,A664816,1.0,Dog,Tango,['Redbone Hound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
260,Brown/White,A569821,0.0,Dog,Autumn,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
261,Black/White,A664707,0.0,Dog,Stevie,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
262,Black,A664818,1.0,Dog,Levi,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
263,Blue/White,A664819,1.0,Dog,Carl,['Staffordshire'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
264,Black,A664824,0.0,Dog,Bella,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
265,Buff/Tan,A664825,1.0,Dog,Jordan,['Cocker Spaniel'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
266,White/Brown,A445694,0.0,Dog,Vegas,"['Boxer', 'Beagle']",True,"['Hound Group', 'Working Group']",0,1,0,0,0,1,0,0,0,1
267,Tan,A664834,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
268,Chocolate/White,A664836,0.0,Dog,Heidi,"['Boxer', 'Pit Bull']",True,"['Bully Breed', 'Working Group']",0,1,0,0,0,0,0,0,1,0
269,Red/White,A664840,0.0,Dog,Janie,"['Catahoula', 'Australian Cattle Dog']",True,"['FSS', 'Herding Group']",1,0,0,1,0,0,0,0,0,0
270,Black/White,A664841,1.0,Dog,Rusty,['Queensland Heeler'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
271,Red/White,A664784,1.0,Dog,Patch,"['Pit Bull', 'Boxer']",True,"['Bully Breed', 'Working Group']",0,1,0,0,0,0,0,0,1,0
272,Brown/White,A664842,0.0,Dog,June,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
273,Brown/White,A664843,1.0,Dog,Sherlock,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
274,White/Tan,A664844,1.0,Dog,Watson,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
275,White,A664845,1.0,Dog,Gatsby,"['Boxer', 'Pit Bull']",True,"['Bully Breed', 'Working Group']",0,1,0,0,0,0,0,0,1,0
276,Black/White,A664851,1.0,Dog,Minkus,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
277,Blue/White,A636828,1.0,Dog,Boss,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
278,Black/Tan,A664867,0.0,Dog,Xenia,"['Chihuahua Shorthair', 'Manchester Terrier']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
279,Black,A664868,0.0,Dog,Olive,"['Australian Kelpie', 'Chihuahua Shorthair']",True,"['Toy Group', 'Working Group']",0,1,0,0,0,0,0,1,0,0
280,Red/White,A664869,1.0,Dog,Ollie,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
281,Tan/White,A664871,0.0,Dog,Perla,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
282,Black,A644592,0.0,Dog,Zelda,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
283,White/Black,A616584,1.0,Dog,Chico,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
284,White/Brown,A664874,1.0,Dog,Bucky,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
285,White/Black,A664875,0.0,Dog,Lucy,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
286,Brown Brindle/White,A664880,1.0,Dog,Dody Becerra,"['Beagle', 'Dachshund']",True,['Hound Group'],0,0,0,0,0,1,0,0,0,1
287,Tan,A664881,0.0,Dog,Minnie,['Chihuahua Longhair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
288,White,A664882,1.0,Dog,Casper,['Great Pyrenees'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
289,White,A664883,0.0,Dog,Esperanza,['Maltese'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
290,Black/Tan,A615391,0.0,Dog,Molly,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
291,Black/Tan,A664889,0.0,Dog,None,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
292,Tan/White,A612598,1.0,Dog,Harvey,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
293,Brown,A664890,1.0,Dog,Billy,"['Dachshund', 'English Bulldog']",True,"['Hound Group', 'Non-Sporting Group']",0,0,0,0,1,1,1,0,0,1
294,Brown/Black,A664891,1.0,Dog,Zane,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
295,Tan/White,A664893,0.0,Dog,Midge,"['Black Mouth Cur', 'Dachshund']",True,['Hound Group'],0,0,0,0,0,1,0,0,0,1
296,Tan/White,A664894,0.0,Dog,Charlie,"['Black Mouth Cur', 'Dachshund']",True,['Hound Group'],0,0,0,0,0,1,0,0,0,1
297,Blue/White,A664895,0.0,Dog,Silkie,['Blue Lacy'],False,[nan],0,0,0,0,0,0,0,0,0,0
298,Tan/White,A664896,1.0,Dog,Scout,['Basenji'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
299,Red/White,A664903,1.0,Dog,Rebel,"['Dachshund', 'Pembroke Welsh Corgi']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
300,Red/White,A664904,1.0,Dog,Ringo,['Chow Chow'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
301,White/Brown Brindle,A660512,0.0,Dog,Filina,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
302,Brown/White,A664916,1.0,Dog,Phoenix,['Pug'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
303,Yellow,A664917,1.0,Dog,Big Otis,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
304,Silver,A664922,0.0,Dog,None,['Miniature Schnauzer'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
305,Black/White,A664671,1.0,Dog,Lucky,['Siberian Husky'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
306,Tan,A664924,1.0,Dog,Frijolito,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
307,Brown,A664926,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
308,White/Brown,A664931,1.0,Dog,Chester,['Rat Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
309,White/Brown,A664932,0.0,Dog,None,['Chihuahua Longhair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
310,White/Brown,A664934,1.0,Dog,Seymour,['Parson Russell Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
311,Tan,A664935,1.0,Dog,Mack,['Black Mouth Cur'],False,[nan],0,0,0,0,0,0,0,0,0,0
312,Tan,A664933,1.0,Dog,Zach,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
313,Black/White,A654976,1.0,Dog,Frijolito,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
314,White,A664940,0.0,Dog,Laika,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
315,Red/White,A664941,0.0,Dog,Tequila,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
316,Black/White,A664942,1.0,Dog,William,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
317,Black,A664943,1.0,Dog,Leo,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
318,White/Tan,A664945,1.0,Dog,None,['Cocker Spaniel'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
319,Brown/White,A664948,0.0,Dog,Winnie,['American Staffordshire Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
320,Black/White,A664949,0.0,Dog,Lucy,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
321,Tricolor,A664951,0.0,Dog,Twinkle,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
322,Black/White,A664956,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
323,Black/White,A664958,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
324,Black,A664959,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
325,Black/Brown,A664957,1.0,Dog,Toby,['Chihuahua Longhair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
326,Red/White,A657286,1.0,Dog,Chako,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
327,Black/White,A654218,1.0,Dog,D.O.G.,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
328,Black/White,A664960,0.0,Dog,G.O.D.,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
329,Black/White,A663330,0.0,Dog,Angel,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
330,Tan/White,A664963,1.0,Dog,Austin,"['American Bulldog', 'Pit Bull']",True,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
331,Gray/Black,A655144,0.0,Dog,Star,['Miniature Schnauzer'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
332,Brown/Black,A664967,1.0,Dog,Hercules,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
333,Tan/Black,A664968,1.0,Dog,Simba,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
334,Black,A664978,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
335,Brown Brindle/White,A664980,1.0,Dog,Pepper,"['English Pointer', 'Labrador Retriever']",True,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
336,White/Brown,A664977,1.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
337,Brown,A664979,1.0,Dog,Nacho,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
338,Tan/White,A664982,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
339,Chocolate,A664983,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
340,Tan,A664987,0.0,Dog,Sheba,"['Pit Bull', 'Blue Lacy']",True,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
341,Blue,A664984,1.0,Dog,Buddy,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
342,Blue Merle,A664988,0.0,Dog,Lucky,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
343,Brown/White,A664989,1.0,Dog,None,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
344,Black/Tan,A664991,1.0,Dog,Fritz,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
345,Brown Brindle/White,A664453,1.0,Dog,Bruno Beau,['Staffordshire'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
346,Brown/Black,A664992,0.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
347,Cream/White,A664993,0.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
348,Cream/White,A664995,1.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
349,Tricolor,A664996,0.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
350,Tricolor,A664997,1.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
351,Black/White,A664998,1.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
352,Black/White,A664999,1.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
353,Tan/Brown,A665000,1.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
354,Brown/White,A665001,1.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
355,Sable/White,A665002,0.0,Dog,None,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
356,Tricolor,A665003,1.0,Dog,Prof Griffin,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
357,Black/Gray,A665004,1.0,Dog,Doogle,['Skye Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
358,White/Brown,A665006,0.0,Dog,Sasha,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
359,Buff/White,A665007,1.0,Dog,Dexter,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
360,Brown/Black,A662933,1.0,Dog,Max,['Pug'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
361,Red,A665009,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
362,Tan/Black,A665010,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
363,Fawn,A665012,0.0,Dog,Cookie,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
364,Yellow,A664964,1.0,Dog,Diesel,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
365,Black/White,A665026,0.0,Dog,Happy,"['Border Collie', 'Labrador Retriever']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
366,Brown Brindle/White,A665027,0.0,Dog,Loralinda,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
367,Tan/White,A664927,1.0,Dog,Chiko,"['Pit Bull', 'Basset Hound']",True,"['Bully Breed', 'Hound Group']",0,0,0,0,0,1,0,0,1,1
368,Red/White,A658735,0.0,Dog,Ruby,"['Dachshund', 'Cardigan Welsh Corgi']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
369,Black/White,A665029,0.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
370,Black/White,A587990,1.0,Dog,Cevrus,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
371,Red/White,A665039,1.0,Dog,Levi,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
372,White/Brown,A663667,1.0,Dog,Cody,['American Staffordshire Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
373,Black/White,A420464,1.0,Dog,Loki,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
374,Blue/White,A664188,1.0,Dog,Blue,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
375,Black,A665066,0.0,Dog,Gigi,"['Border Collie', 'Chow Chow']",True,"['Herding Group', 'Non-Sporting Group']",0,0,0,1,1,0,1,0,0,0
376,White/Tricolor,A665067,1.0,Dog,Spots,"['Catahoula', 'Labrador Retriever']",True,"['FSS', 'Sporting Group']",1,0,0,0,1,0,0,0,0,0
377,White/Blue Merle,A665068,1.0,Dog,Milo,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
378,Red/White,A665073,0.0,Dog,Gracie,['Basenji'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
379,Black/Tan,A650104,0.0,Dog,Katie,['Australian Kelpie'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
380,White/Blue,A665077,1.0,Dog,Barsby,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
381,Brown/White,A657085,1.0,Dog,Pony Boy,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
382,Black/White,A564837,0.0,Dog,Peaches,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
383,Black/White,A665080,1.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
384,Black/Tan,A664093,0.0,Dog,Katrina,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
385,Black/Tan,A641748,1.0,Dog,Champ,['Doberman Pinsch'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
386,Brown Brindle/White,A665082,0.0,Dog,Lucy,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
387,White/Brown,A665085,1.0,Dog,Blue,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
388,Tan/Black,A613098,1.0,Dog,Ralphie,['Airedale Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
389,Black/White,A665092,1.0,Dog,Oscar,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
390,Black/White,A665094,1.0,Dog,O'Malley,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
391,Red/Buff,A665095,1.0,Dog,Paddy,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
392,Brown/Brown Merle,A529609,0.0,Dog,Billy Jean,"['Belgian Malinois', 'Australian Shepherd']",True,['Herding Group'],0,0,0,1,0,0,0,0,0,0
393,Fawn/Tan,A665097,0.0,Dog,Brittney,['Great Dane'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
394,Brown/White,A665100,0.0,Dog,Rita,"['Staffordshire', 'Beagle']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
395,Brown,A665102,0.0,Dog,Minnie,['Pug'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
396,Black/Tan,A665103,1.0,Dog,None,"['Cardigan Welsh Corgi', 'Australian Kelpie']",True,"['Terrier Group', 'Working Group']",0,1,1,0,0,0,0,0,0,0
397,Buff,A665104,1.0,Dog,George,['Finnish Spitz'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
398,Tan,A665113,0.0,Dog,None,['Dachshund Wirehair'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
399,Red/White,A665123,0.0,Dog,Adele,['Redbone Hound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
